Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
IndiGo,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:10,15:30,27-03-2019,6h 20m,1,No info,10141,380,Yes
SpiceJet,24-04-2019,Wednesday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:10,0:05,25-04-2019,2h 55m,0,No info,3625,175,Yes
IndiGo,15-04-2019,Monday,April,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:35,16:10,15-04-2019,8h 35m,1,No info,6442,515,Yes
Jet Airways,06-05-2019,Monday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:45,20:45,06-05-2019,3h,0,No info,7229,180,Yes
Air Asia,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BLR → COK,3,One Stop,16:45,6:35,25-06-2019,13h 50m,1,No info,6752,830,Yes
Jet Airways,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,18:10,25-03-2019,21h,1,No info,13759,1260,Yes
Air India,06-03-2019,Wednesday,March,Afternoon,Mumbai,Hyderabad,BOM → BBI → HYD,3,One Stop,12:00,12:25,06-03-2019,24h 25m,1,No info,14408,1465,Yes
Air India,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → CCU → BOM → COK,4,Two Stops,20:15,19:15,10-06-2019,23h,2,No info,13381,1380,Yes
Vistara,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,20:20,01-04-2019,27h 20m,1,No info,9135,1640,Yes
IndiGo,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → NAG → BLR,3,One Stop,18:05,23:30,15-05-2019,5h 25m,1,No info,6218,325,Yes
SpiceJet,27-04-2019,Saturday,April,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,27-04-2019,2h 25m,0,No info,4174,145,Yes
Air India,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → HYD → BLR,3,One Stop,19:00,11:05,07-06-2019,16h 5m,1,No info,6117,965,Yes
Jet Airways,15-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,21:05,15-05-2019,11h 30m,1,In-flight meal not included,10703,690,Yes
Jet Airways,12-06-2019,Wednesday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,9:45,12-06-2019,24h 10m,1,No info,12692,1450,Yes
Jet Airways,06-06-2019,Thursday,June,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,10:55,07-06-2019,17h 55m,1,In-flight meal not included,10539,1075,Yes
Jet Airways,24-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,13:55,19:40,24-03-2019,5h 45m,1,In-flight meal not included,11134,345,Yes
IndiGo,24-03-2019,Sunday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,21:20,0:15,25-03-2019,2h 55m,0,No info,4777,175,Yes
Jet Airways,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,12:35,18-05-2019,25h 5m,1,In-flight meal not included,12373,1505,Yes
Multiple carriers,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,13:05,21:20,03-03-2019,8h 15m,2,No info,11966,495,Yes
IndiGo,15-05-2019,Wednesday,May,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,22:05,0:25,16-05-2019,2h 20m,0,No info,5277,140,Yes
Air India,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BOM → AMD → DEL,4,Two Stops,8:50,23:55,01-03-2019,39h 5m,2,No info,17135,2345,Yes
Jet Airways,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,19:00,06-06-2019,5h,1,No info,14714,300,Yes
IndiGo,09-03-2019,Saturday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,22:20,1:10,10-03-2019,2h 50m,0,No info,6144,170,Yes
Air India,01-04-2019,Monday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,13:20,16:10,01-04-2019,2h 50m,0,No info,5911,170,Yes
Vistara,12-03-2019,Tuesday,March,Evening,Mumbai,Hyderabad,BOM → DEL → HYD,3,One Stop,19:45,19:55,12-03-2019,24h 10m,1,No info,12080,1450,Yes
IndiGo,06-04-2019,Saturday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,10:30,13:20,06-04-2019,2h 50m,0,No info,4423,170,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,21:00,27-05-2019,12h,1,No info,7618,720,Yes
Air Asia,27-05-2019,Monday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,13:55,27-05-2019,2h 45m,0,No info,3383,165,Yes
Air India,06-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:45,19:15,07-03-2019,23h 30m,2,No info,12646,1410,Yes
Multiple carriers,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:00,21:00,18-05-2019,15h,1,No info,7670,900,Yes
IndiGo,15-05-2019,Wednesday,May,Night,Kolkata,Banglore,CCU → BLR,2,Direct,4:40,7:15,15-05-2019,2h 35m,0,No info,4804,155,Yes
Jet Airways,12-03-2019,Tuesday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,20:35,18:25,13-03-2019,21h 50m,1,In-flight meal not included,11087,1310,Yes
Jet Airways,18-04-2019,Thursday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,14:05,18-04-2019,2h 55m,0,No info,7229,175,Yes
SpiceJet,03-03-2019,Sunday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,8:20,10:35,03-03-2019,2h 15m,0,No info,7050,135,Yes
Jet Airways,01-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,18:15,02-04-2019,22h 15m,1,No info,12681,1335,Yes
SpiceJet,03-04-2019,Wednesday,April,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,03-04-2019,4h 30m,1,No check-in baggage included,4098,270,Yes
SpiceJet,12-05-2019,Sunday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:45,12:00,12-05-2019,2h 15m,0,No check-in baggage included,3543,135,Yes
Jet Airways,21-05-2019,Tuesday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,18:00,22-05-2019,21h 35m,1,No info,14151,1295,Yes
Jet Airways,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,22:35,24-03-2019,16h 5m,1,No info,13339,965,Yes
Jet Airways,24-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,12:00,25-05-2019,14h 50m,1,In-flight meal not included,9663,890,Yes
Jet Airways,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,4:25,28-05-2019,16h 55m,1,In-flight meal not included,12898,1015,Yes
Air India,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,19:15,03-06-2019,7h 15m,2,No info,8603,435,Yes
Jet Airways,12-06-2019,Wednesday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,12:00,13-06-2019,19h 30m,1,No info,13044,1170,Yes
SpiceJet,06-03-2019,Wednesday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:15,19:45,06-03-2019,2h 30m,0,No info,4622,150,Yes
Multiple carriers,21-03-2019,Thursday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,21:00,21-03-2019,7h,1,No info,13062,420,Yes
Multiple carriers,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:15,19:00,12-06-2019,9h 45m,1,No info,11622,585,Yes
Jet Airways,12-03-2019,Tuesday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,20:35,20:20,13-03-2019,23h 45m,1,In-flight meal not included,11087,1425,Yes
Multiple carriers,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:20,19:00,15-06-2019,8h 40m,1,No info,11789,520,Yes
Jet Airways,09-05-2019,Thursday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,9:20,10-05-2019,14h 25m,1,In-flight meal not included,9663,865,Yes
Jet Airways,06-03-2019,Wednesday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:55,16:10,06-03-2019,7h 15m,1,No info,19225,435,Yes
Multiple carriers,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:40,1:30,28-06-2019,13h 50m,1,In-flight meal not included,5797,830,Yes
Multiple carriers,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,12:50,19:15,01-06-2019,6h 25m,1,No info,9526,385,Yes
Jet Airways,09-04-2019,Tuesday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,19:50,22:50,09-04-2019,3h,0,No info,7229,180,Yes
Multiple carriers,09-04-2019,Tuesday,April,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:00,09-04-2019,10h 30m,1,No info,10877,630,Yes
Air India,06-03-2019,Wednesday,March,Morning,Banglore,New Delhi,BLR → HYD → VGA → DEL,4,Two Stops,8:15,22:55,06-03-2019,14h 40m,2,No info,13942,880,Yes
Air Asia,09-05-2019,Thursday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,13:55,09-05-2019,2h 45m,0,No info,3383,165,Yes
Jet Airways,15-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,4:25,16-06-2019,14h 25m,1,In-flight meal not included,10262,865,Yes
Air India,24-05-2019,Friday,May,Night,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,5:50,20:25,24-05-2019,14h 35m,2,No info,11201,875,Yes
Jet Airways,01-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,02-06-2019,9h 10m,1,In-flight meal not included,10262,550,Yes
Air India,03-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,22:00,19:15,04-06-2019,21h 15m,2,No info,10231,1275,Yes
Jet Airways,15-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,14:05,8:15,16-03-2019,18h 10m,1,In-flight meal not included,9134,1090,Yes
Air Asia,18-05-2019,Saturday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,10:20,12:55,18-05-2019,2h 35m,0,No info,5645,155,Yes
Jet Airways,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,4:25,02-06-2019,13h 25m,1,No info,14714,805,Yes
Air India,06-03-2019,Wednesday,March,Afternoon,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,16:40,19:15,06-03-2019,26h 35m,2,No info,12646,1595,Yes
Air India,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,10:55,19:15,03-06-2019,8h 20m,2,No info,12173,500,Yes
IndiGo,12-06-2019,Wednesday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,21:20,22:50,12-06-2019,1h 30m,0,No info,2227,90,Yes
Multiple carriers,06-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,19:00,06-05-2019,11h 30m,1,No info,10529,690,Yes
Jet Airways,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → COK,2,Direct,11:00,14:15,18-05-2019,3h 15m,0,In-flight meal not included,7202,195,Yes
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,21:00,27-05-2019,12h,1,In-flight meal not included,7886,720,Yes
SpiceJet,18-06-2019,Tuesday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,22:45,0:15,19-06-2019,1h 30m,0,No info,2017,90,Yes
IndiGo,27-04-2019,Saturday,April,Night,Delhi,Cochin,DEL → HYD → COK,3,One Stop,5:05,16:10,27-04-2019,11h 5m,1,No info,6171,665,Yes
Jet Airways,03-06-2019,Monday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,2:55,4:20,03-06-2019,1h 25m,0,In-flight meal not included,4050,85,Yes
SpiceJet,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → KNU → BLR,3,One Stop,11:35,18:50,09-05-2019,7h 15m,1,No info,8479,435,Yes
Air Asia,18-05-2019,Saturday,May,Night,Banglore,Delhi,BLR → DEL,2,Direct,4:55,7:45,18-05-2019,2h 50m,0,No info,4282,170,Yes
Vistara,24-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,20:20,24-05-2019,24h,1,No info,9345,1440,Yes
Air India,24-06-2019,Monday,June,Night,Delhi,Cochin,DEL → TRV → COK,3,One Stop,5:15,6:50,24-06-2019,25h 35m,1,No info,6587,1535,Yes
IndiGo,03-05-2019,Friday,May,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,20:05,21:40,03-05-2019,1h 35m,0,No info,2754,95,Yes
SpiceJet,21-06-2019,Friday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:10,0:05,22-06-2019,2h 55m,0,No check-in baggage included,3919,175,Yes
Jet Airways,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,9:40,4:25,13-06-2019,18h 45m,2,In-flight meal not included,10368,1125,Yes
Air India,03-03-2019,Sunday,March,Morning,Banglore,New Delhi,BLR → BBI → DEL,3,One Stop,9:30,16:20,03-03-2019,6h 50m,1,No info,11654,410,Yes
GoAir,01-04-2019,Monday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,20:55,23:40,01-04-2019,2h 45m,0,No info,4239,165,Yes
IndiGo,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,6:50,16:10,27-05-2019,9h 20m,1,No info,6674,560,Yes
Multiple carriers,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,1:30,25-06-2019,12h 30m,1,No info,7198,750,Yes
IndiGo,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → PNQ → BLR,3,One Stop,21:00,2:15,13-06-2019,5h 15m,1,No info,5930,315,Yes
Jet Airways,09-05-2019,Thursday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:10,10:10,09-05-2019,3h,0,No info,7229,180,Yes
Air India,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → DEL → COK → BLR,4,Two Stops,10:00,1:20,02-04-2019,15h 20m,2,No info,10408,920,Yes
Air India,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → LKO → BOM → COK,4,Two Stops,7:10,7:40,12-06-2019,24h 30m,2,No info,12488,1470,Yes
IndiGo,09-06-2019,Sunday,June,Night,Chennai,Kolkata,MAA → CCU,2,Direct,5:15,7:40,09-06-2019,2h 25m,0,No info,3540,145,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,9:20,13-06-2019,13h 20m,1,In-flight meal not included,8529,800,Yes
Jet Airways,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,14:35,4:25,25-06-2019,13h 50m,2,No info,13376,830,Yes
GoAir,24-05-2019,Friday,May,Afternoon,Kolkata,Banglore,CCU → AMD → BLR,3,One Stop,16:40,0:15,25-05-2019,7h 35m,1,No info,8855,455,Yes
Jet Airways,15-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,19:50,15-05-2019,13h 20m,1,No info,14781,800,Yes
IndiGo,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:10,1:30,28-06-2019,8h 20m,1,No info,5684,500,Yes
Jet Airways,09-05-2019,Thursday,May,Evening,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,19:30,4:25,10-05-2019,8h 55m,2,In-flight meal not included,13029,535,Yes
Jet Airways,01-05-2019,Wednesday,May,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,19:00,02-05-2019,23h 50m,2,No info,15129,1430,Yes
Air India,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,9:25,18:30,09-06-2019,9h 5m,1,No info,8576,545,Yes
Jet Airways,09-03-2019,Saturday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:55,11:25,09-03-2019,26h 30m,1,In-flight meal not included,11087,1590,Yes
Jet Airways,09-06-2019,Sunday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,09-06-2019,1h 30m,0,No info,5678,90,Yes
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:15,4:25,22-03-2019,10h 10m,1,No info,12557,610,Yes
IndiGo,27-03-2019,Wednesday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:35,14:00,27-03-2019,2h 25m,0,No info,3858,145,Yes
Jet Airways,09-05-2019,Thursday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,12:35,10-05-2019,22h 35m,1,In-flight meal not included,12373,1355,Yes
IndiGo,18-03-2019,Monday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,9:10,10:40,18-03-2019,1h 30m,0,No info,4049,90,Yes
Jet Airways,15-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,16:55,0:45,16-03-2019,7h 50m,1,No info,21934,470,Yes
Air India,27-06-2019,Thursday,June,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:15,16:45,27-06-2019,2h 30m,0,No info,5510,150,Yes
Vistara,15-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → COK,2,Direct,14:40,17:50,15-06-2019,3h 10m,0,No info,6216,190,Yes
Air India,01-04-2019,Monday,April,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:30,20:45,01-04-2019,1h 15m,0,No info,2050,75,Yes
IndiGo,03-04-2019,Wednesday,April,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,2:35,4:05,03-04-2019,1h 30m,0,No info,2754,90,Yes
IndiGo,27-06-2019,Thursday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,7:55,10:15,27-06-2019,2h 20m,0,No info,3850,140,Yes
IndiGo,06-05-2019,Monday,May,Night,Chennai,Kolkata,MAA → CCU,2,Direct,5:15,7:40,06-05-2019,2h 25m,0,No info,3540,145,Yes
Jet Airways,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,8:15,01-05-2019,25h 45m,1,In-flight meal not included,9663,1545,Yes
Air India,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,7:05,9:25,06-03-2019,26h 20m,2,No info,9190,1580,Yes
Jet Airways,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,19:00,27-05-2019,28h,1,In-flight meal not included,12898,1680,Yes
GoAir,15-04-2019,Monday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:45,10:40,15-04-2019,2h 55m,0,No info,4632,175,Yes
SpiceJet,24-03-2019,Sunday,March,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:10,14:30,24-03-2019,1h 20m,0,No info,2753,80,Yes
Air India,12-03-2019,Tuesday,March,Morning,Banglore,New Delhi,BLR → BOM → NAG → DEL,4,Two Stops,8:50,10:15,12-03-2019,25h 25m,2,No info,12778,1525,Yes
Air India,12-06-2019,Wednesday,June,Night,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,5:50,8:55,12-06-2019,27h 5m,2,No info,12723,1625,Yes
IndiGo,24-06-2019,Monday,June,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,11:30,14:05,24-06-2019,2h 35m,0,No info,4804,155,Yes
IndiGo,18-04-2019,Thursday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,20:00,22:50,18-04-2019,2h 50m,0,No info,4823,170,Yes
Air Asia,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BLR → COK,3,One Stop,7:55,13:25,27-06-2019,5h 30m,1,No info,6152,330,Yes
Vistara,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → COK,2,Direct,6:00,9:10,27-06-2019,3h 10m,0,No info,6216,190,Yes
IndiGo,24-06-2019,Monday,June,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,2:00,7:45,24-06-2019,5h 45m,1,No info,6016,345,Yes
Multiple carriers,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:15,19:00,27-06-2019,9h 45m,1,No info,11622,585,Yes
Air India,06-05-2019,Monday,May,Afternoon,Kolkata,Banglore,CCU → BBI → BOM → BLR,4,Two Stops,12:00,21:50,06-05-2019,9h 50m,2,No info,10151,590,Yes
Jet Airways,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → IXC → BOM → COK,4,Two Stops,6:20,4:25,28-03-2019,22h 5m,2,No info,12273,1325,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,20:00,4:25,13-06-2019,8h 25m,2,In-flight meal not included,12410,505,Yes
Jet Airways,12-03-2019,Tuesday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,8:15,12-03-2019,26h 30m,1,No info,12547,1590,Yes
Jet Airways,15-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,12:35,16-06-2019,13h 45m,1,In-flight meal not included,10262,825,Yes
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,19:15,09-05-2019,7h 45m,1,No info,14323,465,Yes
Jet Airways,21-06-2019,Friday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:35,21:05,21-06-2019,1h 30m,0,In-flight meal not included,3210,90,Yes
Multiple carriers,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,21:00,03-03-2019,11h,1,No info,16863,660,Yes
Multiple carriers,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:25,19:15,01-06-2019,7h 50m,1,No info,8937,470,Yes
Jet Airways,27-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,4:25,28-03-2019,33h 15m,2,No info,10929,1995,Yes
IndiGo,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:35,1:30,10-06-2019,14h 55m,1,No info,6104,895,Yes
SpiceJet,21-03-2019,Thursday,March,Afternoon,Delhi,Cochin,DEL → MAA → COK,3,One Stop,15:55,21:55,21-03-2019,6h,1,No info,5511,360,Yes
Jet Airways,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,16:20,25-03-2019,19h 10m,1,No info,13759,1150,Yes
Air India,21-05-2019,Tuesday,May,Night,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,5:55,7:40,21-05-2019,25h 45m,2,No info,11543,1545,Yes
Jet Airways,18-05-2019,Saturday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,19:10,18-05-2019,9h 35m,1,No info,13067,575,Yes
Jet Airways,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,4:25,16-06-2019,21h 20m,1,In-flight meal not included,10262,1280,Yes
Air India,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → CCU → BOM → COK,4,Two Stops,16:55,19:15,06-06-2019,26h 20m,2,No info,13591,1580,Yes
Jet Airways,27-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,19:45,27-03-2019,24h 35m,2,No info,10929,1475,Yes
Jet Airways,27-04-2019,Saturday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,19:50,22:50,27-04-2019,3h,0,No info,7229,180,Yes
Air Asia,15-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → BLR → COK,3,One Stop,7:55,13:25,15-05-2019,5h 30m,1,No info,6451,330,Yes
IndiGo,03-03-2019,Sunday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:35,14:00,03-03-2019,2h 25m,0,No info,7295,145,Yes
IndiGo,03-06-2019,Monday,June,Night,Banglore,Delhi,BLR → DEL,2,Direct,1:30,4:15,03-06-2019,2h 45m,0,No info,3943,165,Yes
SpiceJet,15-05-2019,Wednesday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:10,0:05,16-05-2019,2h 55m,0,No check-in baggage included,3573,175,Yes
Air India,24-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,22:00,19:15,25-06-2019,21h 15m,2,No info,9181,1275,Yes
Air India,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,9:45,9:25,04-03-2019,23h 40m,1,No info,24017,1420,Yes
Air India,09-03-2019,Saturday,March,Morning,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,10:55,19:15,09-03-2019,32h 20m,2,No info,17476,1940,Yes
Air India,09-04-2019,Tuesday,April,Evening,Kolkata,Banglore,CCU → HYD → BLR,3,One Stop,19:00,11:05,10-04-2019,16h 5m,1,No info,4647,965,Yes
IndiGo,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:25,21:00,27-05-2019,9h 35m,1,No info,6314,575,Yes
Jet Airways,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,14:35,4:25,07-06-2019,13h 50m,2,No info,13376,830,Yes
Jet Airways,18-03-2019,Monday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,16:10,18-03-2019,10h 25m,1,No info,12284,625,Yes
Jet Airways,09-05-2019,Thursday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,8:20,11:20,09-05-2019,3h,0,No info,7229,180,Yes
Multiple carriers,01-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:00,01-05-2019,10h 30m,1,No info,9627,630,Yes
Air India,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → BBI → BOM → BLR,4,Two Stops,12:00,21:50,01-04-2019,9h 50m,2,No info,9258,590,Yes
